x,y,yaw,curvature,velocity
67.86070868128226,47.284353367660096,-3.1256934954522517,0.22163343326107068,2.6409434155881866
67.66457367439284,47.27693352961239,-3.0796683964222535,0.2517197531160795,2.548909063697456
67.47373222492887,47.26035946109559,-3.02173169628653,0.3506337600648514,2.4685346943971447
67.28644577420506,47.231392457476815,-2.957748892646461,0.3290831280007193,2.3939464486312385
67.10601542605885,47.19198496135501,-2.887913913507197,0.4222117143907225,2.3334979494480983
66.93077429419526,47.139179570288434,-2.802850866346189,0.5148686070736562,2.288963513739326
66.76505031328655,47.071855500521885,-2.7156409270589603,0.4535186990905956,2.257699660088067
66.60724615380997,46.99238504458948,-2.6295199159289973,0.5177914555580516,2.234770136444292
66.45803680926527,46.89928838659616,-2.5343714830287816,0.5691776294792025,2.2201020714494883
66.32070473447435,46.79329875524321,-2.4313615540110427,0.6214036228601525,2.2175609463699275
66.19775155136385,46.67546113417161,-2.3301697045357788,0.5473740871504305,2.228356984244189
66.08486097889434,46.54484850577674,-2.2374515469904295,0.5356074968548955,2.2515437114868075
65.98483812769128,46.40486271924188,-2.1405654619383774,0.5785247804168103,2.286396375484143
65.89789740455815,46.25301107447825,-2.0470523687729543,0.48838906384925596,2.333916936480859
65.82270503240261,46.09056685787789,-1.966854501405713,0.40821130816580137,2.4049822333645987
65.75815673742538,45.91882676478665,-1.902422600260173,0.30179873083092335,2.511190570870089
65.70285297483574,45.74250671668556,-1.8435491127630088,0.32700988395328684,2.6550350352592575
65.65705523441841,45.55739374866273,-1.7953658269860824,0.18587191407517234,2.8348432297627113
65.61735822921743,45.36822311230692,-1.7673761527567051,0.10568476371393012,3.060455130361447
65.58136030082449,45.177307085555576,-1.7528941585155886,0.043944902392786124,3.365145173445781
65.54700118771706,44.98613374135421,-1.7490721031094203,0.004610255587009112,3.7577825173995327
65.51254596449164,44.79540572177764,-1.752397139785075,0.02960226341094753,3.7739432455345288
65.47688871670796,44.60430710210216,-1.7683228755888265,0.13638625054097095,3.4044107766083607
65.4368289999192,44.41707860035287,-1.7995440635505768,0.19049692241147423,3.140932787821235
65.39072108409381,44.234207521927736,-1.838312466176758,0.21934062750103658,2.966551610639145
65.33751674740711,44.054738659808265,-1.8843232442211448,0.2719630784192389,2.848995907622671
65.27559092229345,43.87910943578688,-1.9334896165374493,0.2554546150815247,2.7611623966545658
65.20562954406964,43.707192261571016,-1.9826480266461701,0.27284667552738007,2.699847197579887
65.12690384412296,43.538735479634575,-2.041140098449871,0.3579779456960818,2.665743498972451
65.03748854357687,43.37646544422878,-2.10151220202999,0.2903036666390008,2.6517378601613344
64.93876426735557,43.218159073680624,-2.1559201002642125,0.2947021694793571,2.6508893114631755
64.83141822863885,43.06542356999675,-2.2040025935103023,0.2186888026911527,2.664167472207433
64.71693566205762,42.91595549814166,-2.254407222133864,0.3163645097919501,2.6940020529394375
64.59288346283735,42.77261751553433,-2.3072910195793392,0.2421051897080059,2.73504323985753
64.4615201054701,42.63425199579037,-2.347688934280371,0.1805580145296172,2.7861608887945644
64.32367500926246,42.49879012887279,-2.380593552724123,0.16172603078320327,2.850149072574246
64.18119627371338,42.367284216723945,-2.4164755351215415,0.20677185786944385,2.933118268036267
64.03201502112832,42.24033205832109,-2.4458121918820948,0.09468966010515041,3.036890551061511
63.880253769662886,42.11596689251029,-2.4597134329109016,0.04724400314743287,3.1504361608950577
63.7276120638214,41.99322558668528,-2.472680930356625,0.0847516596232396,3.2798746131719336
63.57234659037496,41.8725710866062,-2.4929921613947115,0.12095070642773899,3.445513799763954
63.41265685112598,41.75449002482279,-2.508539229365942,0.03674293961192534,3.649027391149453
63.2518180078784,41.63736662667413,-2.515994295577382,0.03812917968832315,3.897919815432103
63.08953097698391,41.52106561844092,-2.515385997192342,0.04432174066628866,3.807577203248705
62.929118640591646,41.403951459048095,-2.5083447523470532,0.026390229793854258,3.5535862055520804
62.76957159879473,41.28618309740418,-2.499661764608646,0.060695901790755846,3.338006445949877
62.61030103271164,41.165619542627326,-2.483241513827137,0.10536916554355973,3.141692972177997
62.45540773553357,41.04318795084473,-2.4607816822459054,0.1208641544109035,2.971944391186047
62.30343295550876,40.91705531130012,-2.430824257451843,0.18536581772720456,2.8336931821492617
62.15839419328968,40.78749920138188,-2.3933518803864136,0.1970963374725279,2.714121401197629
62.01842605528007,40.65247889622508,-2.3484396890758603,0.2688865542958072,2.60917005062485
61.88769823394008,40.51257195778975,-2.293582551164025,0.302941165558741,2.5234065168406996
61.76652163687025,40.3668760593432,-2.23664528706812,0.3015247233267043,2.45514548266707
61.65630593685959,40.21799974629996,-2.1711823336495644,0.40486285384256604,2.397894912076607
61.559085154205874,40.06391800167879,-2.089295188504338,0.49780432911772843,2.352776010252479
61.47786061199693,39.90525068018907,-2.006915431705024,0.4208806632797294,2.3251886110129836
61.409603838026825,39.74317576225545,-1.9293260167092086,0.45757222266945374,2.313780909999864
61.35481036485741,39.57687601687101,-1.8422339021319993,0.5399999370240354,2.31649080332675
61.316258900231006,39.40777232000973,-1.7520526973343207,0.4976046158335777,2.3320625425539743
61.29253798110479,39.23708700844466,-1.6725691005389767,0.4131149942595817,2.359859098944475
61.28091488018575,39.06168852127928,-1.591200003243879,0.5155700846913774,2.409497209815557
61.28533818806194,38.88426853880222,-1.5124434437161616,0.3699389194198764,2.4856494153436564
61.30179102480749,38.70433780771493,-1.4481007337479532,0.34432790215582093,2.5856324486972513
61.32982526536087,38.52350893378735,-1.3879965877906937,0.3085394936799303,2.7163360885007566
61.3691860285666,38.33977141541185,-1.3394436076716008,0.21156864310866852,2.8913466931365197
61.41693443595847,38.15372961676019,-1.305301087801746,0.14762782467023183,3.128866866600872
61.4702744570341,37.968005700482266,-1.2838701984039207,0.07444975701351958,3.45095610557541
61.52675726228888,37.7815349507351,-1.2769124657372228,0.0024165821931467595,3.89436570763624
61.58313777313681,37.59508558653608,-1.2849166985978497,0.08048185058328783,3.6137729751837737
61.63612622075641,37.409444338204224,-1.3081795443867144,0.1624873871565308,3.2739424435170723
61.682530053040615,37.22535766757696,-1.3417878738292026,0.19172446747580962,3.035365172151346
61.72165104489368,37.04253885241464,-1.3845501550531671,0.26765003007289867,2.8547873152911816
61.7511111505997,36.86139697496083,-1.4372288190915068,0.3060202821237957,2.7215516078052095
61.77013936055881,36.68167546130461,-1.4922004001976992,0.2997435668916992,2.6336919695671037
61.77937456044309,36.50253373979192,-1.5591005138524558,0.4488547206618551,2.57084572677352
